,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,SalePrice
666,6,7.77485576666552,2,596,6.928537818164665,1465,2,7,1965,11.76756768334381
667,6,7.425953657077541,2,575,7.249925536717988,1679,2,7,1994,12.173032791451973
668,5,7.270312886079025,2,576,7.080026499922591,1437,1,6,1956,12.031719258385396
669,4,7.07326971745971,1,252,6.551080335043404,1180,1,5,1922,11.831379196088763
670,6,7.297091005160418,2,540,6.6039438246004725,738,2,7,2005,12.063932878369052
671,6,7.221835825288449,1,300,6.51025834052315,697,2,6,1925,11.54829260880752
672,6,7.0967213784947605,2,546,7.0967213784947605,1208,1,6,1977,12.013700752882718
673,6,7.516977224604321,2,416,7.29776828253138,1839,2,7,1957,12.458774999085929
674,6,7.035268599281097,1,384,7.035268599281097,1136,1,5,1965,11.84939770159144
675,6,7.273092595999522,2,440,6.75110146893676,855,2,7,1978,11.908340237224891
676,4,7.480992162869525,3,779,6.9985096422506015,1095,2,8,1900,11.37366339763672
677,5,6.674561391814426,1,240,6.643789733147672,792,1,5,1924,11.603679828238693
678,8,7.6236419465115715,3,834,7.6236419465115715,2046,2,7,2008,12.827992316801751
679,5,6.895682697747868,2,572,6.895682697747868,988,1,5,1961,11.763684183317412
680,6,6.827629234502852,1,264,6.827629234502852,923,2,5,1980,11.870599909242044
681,5,7.326465613840322,1,281,6.675823221634848,848,1,6,1932,11.979385322467598
682,6,7.1631723908466425,2,431,7.1631723908466425,1291,1,6,1996,12.061046873479915
683,9,7.419380582918692,3,702,7.3938782901077555,1668,2,7,2002,12.560244459250788
684,7,7.516977224604321,2,486,7.085901464365611,1195,2,7,1998,12.30591798049989
685,7,7.644919344958857,2,577,7.081708586105575,1190,2,6,1984,12.24288661865289
686,7,7.473637108496206,2,578,6.773080375655535,874,3,7,2007,12.336552511980964
687,7,7.004881989712859,2,480,6.311734809152915,551,2,4,2004,11.910358401381128
688,8,7.257707677160043,2,567,7.257707677160043,1419,2,7,2007,12.8790171187726
689,6,7.216709486709457,2,460,7.216709486709457,1362,2,6,2005,12.17921519136029
690,6,6.742880635791903,2,420,6.742880635791903,848,1,3,2004,11.856515169360305
691,10,8.370084326378025,3,832,7.8013913202914855,2444,3,10,1994,13.534473028231162
692,7,7.831617276352611,2,628,7.098375638590786,1238,2,9,1989,12.721885810807203
693,5,6.9782137426306985,1,326,6.9782137426306985,1073,1,4,1921,11.594321103174222
694,5,7.338888133838879,2,576,6.831953565565855,1067,1,5,1936,11.86005499606543
695,6,7.036148493750536,2,551,7.013915474810528,1137,2,5,1987,12.078239274020289
696,5,6.423246963533519,1,205,6.423246963533519,616,1,4,1921,11.396391648714276
697,5,7.045776576879511,1,308,6.887552571664617,1148,1,6,1952,11.72399643505017
698,5,6.795705775173514,1,336,6.795705775173514,894,1,5,1965,11.83862560460953
699,7,7.237778191923443,2,530,7.237778191923443,1391,2,5,2004,12.185869938212655
700,8,7.495541943884256,3,765,7.495541943884256,1800,2,7,2002,12.652359748158593
701,7,7.059617628291383,2,528,7.059617628291383,1164,1,6,1969,11.84939770159144
702,8,7.853993087224244,3,666,7.1180162044653335,1264,2,10,2006,12.799175708864519
703,5,7.502186486602924,2,672,5.886104031450156,1032,2,8,1900,11.84939770159144
704,7,7.302496423727326,2,606,7.29505641646263,1484,2,7,2004,12.269047444691562
705,4,6.9957661563048505,0,0,0.0,372,2,7,1930,10.915088464214607
706,7,7.508787170634276,2,739,7.404279118037268,1824,2,5,1971,12.618182296357007
707,8,7.188412736496954,2,550,7.188412736496954,1324,2,6,2006,12.445089546000673
708,7,7.283448228756631,2,400,6.590301048196686,728,2,8,2007,12.09815330331068
709,5,6.806829360392176,1,408,6.775366090936392,904,1,6,1966,11.607326140391713
710,3,6.591673732008658,0,0,5.598421958998375,729,1,5,1935,10.858998997563564
711,4,7.071573364211532,1,384,6.755768921984255,859,1,7,1900,11.540307141711446
712,8,7.113142108707088,2,472,7.113142108707088,1228,2,5,1988,12.14950229404178
713,4,6.866933284461882,2,576,6.866933284461882,960,1,6,1970,11.76756768334381
714,6,7.2991214627108,2,475,6.586171654854675,725,2,6,1976,11.779128505744886
715,6,7.2078598714324755,2,478,6.96979066990159,1350,2,7,1974,12.013700752882718
716,7,7.845416036592485,2,704,6.576469569048224,1576,1,8,1890,11.979799201207037
717,5,7.071573364211532,2,439,7.069874128458572,1178,1,5,1973,11.964001084330445
718,7,7.790696031174738,3,983,7.1785454837637,1325,2,9,1993,12.739637756265655
719,5,6.878326468291325,1,300,6.878326468291325,971,1,5,1969,11.763684183317412
720,8,7.462789157412448,2,564,7.462789157412448,1742,2,5,1985,12.524526376648708
721,6,6.742880635791903,2,420,6.742880635791903,848,1,3,2004,11.870599909242044
722,4,6.761572768804055,2,463,6.761572768804055,864,1,5,1970,11.732060994886899
723,4,7.293017679772782,1,548,6.846943139585379,997,2,7,1954,11.813030057420567
724,9,7.437206366871292,3,768,7.437206366871292,1698,2,8,2007,12.676076274775909
725,4,6.761572768804055,2,660,6.761572768804055,864,1,5,1970,11.699405031912846
726,6,7.426549072397305,2,540,6.779921907472252,1680,2,5,1988,12.310432660854417
727,7,7.116394144093465,2,632,7.116394144093465,1232,2,6,2007,12.178187442040638
728,5,7.4821189235521155,3,888,7.367708572374371,1776,2,9,1958,11.608235644774552
729,4,7.0967213784947605,2,539,6.659293919683638,848,1,5,1925,11.542484267211773
730,8,7.38770923908104,2,608,7.374629015218945,1616,2,5,1995,12.373703486914124
731,7,7.044032897274685,2,438,6.7661917146603505,1146,2,6,2003,12.141534124392603
732,7,7.616283561580385,2,541,7.050122520269059,1153,2,8,1998,12.312682380588432
733,5,7.042286171939743,1,264,6.761572768804055,1144,1,6,1961,11.786001385032646
734,5,6.854354502255021,1,300,6.854354502255021,948,1,6,1968,11.589886506106357
735,7,7.477604243197589,2,320,6.779921907472252,880,1,6,1914,12.0015054797889
736,3,6.946975992135418,2,400,0.0,1040,2,6,1950,11.44571671527678
737,8,7.496097345175956,3,800,6.794586580876499,901,2,8,2005,12.387977448827787
738,5,7.090076835776092,0,0,7.090076835776092,1200,3,5,1987,12.095141084822892
739,7,7.454719949364001,2,572,6.761572768804055,864,2,7,2004,12.154779351142624
740,5,7.266827347520591,2,360,5.575949103146316,768,2,7,1910,11.790557201568507
741,6,6.815639990074331,1,288,6.815639990074331,912,1,5,1961,11.863582336583399
742,7,7.207118856207756,2,539,7.207118856207756,1349,2,6,2000,12.095141084822892
743,5,7.288927694521257,2,480,6.253828811575473,1464,2,6,1963,12.072541252905651
744,8,7.198183577101943,2,462,7.198183577101943,1337,2,5,1993,12.100712129872347
745,8,7.906547232368036,2,831,7.040536390215956,1175,3,11,1976,12.610870864650634
746,7,7.721348612617949,2,554,6.858565034791365,980,2,8,2000,12.371587084007746
747,7,7.878534196140362,4,864,7.122866658599083,1320,1,8,1880,12.491172637278908
748,7,7.450079569807499,2,527,7.450079569807499,1720,2,7,1996,12.46997418931655
749,4,7.332369205929062,1,240,0.0,1088,2,9,1945,11.49272275765271
750,4,7.038783541388542,0,0,6.3561076606958915,792,1,7,1910,11.477298287327077
751,7,7.1853870155804165,2,400,6.492239835020471,660,2,6,2003,11.99535161421452
752,6,7.309212365692763,2,576,7.2991214627108,1494,2,6,1997,12.287652632522597
753,8,7.6487397889562425,3,878,6.937314081223682,1038,2,8,2005,12.526342907575106
754,6,6.933423025730715,2,440,6.933423025730715,1026,1,5,1969,11.957611286231675
755,6,7.293697720601438,2,440,6.591673732008658,742,2,6,1999,12.058152515453552
756,8,7.477604243197589,2,578,6.763884908562435,866,2,7,2007,12.26434155365415
757,6,7.234177179749849,2,440,6.51025834052315,672,2,6,1978,11.976030352524807
758,7,7.313886831633462,2,440,6.612041034833092,757,2,6,1999,12.097373228606832
759,8,7.836369760545124,3,752,7.183870715062453,1328,2,9,1995,12.577636201962656
760,6,6.761572768804055,1,300,6.761572768804055,864,1,5,1959,11.755871643580617
761,5,7.170888478512505,2,440,7.0431599159883405,1301,1,5,1924,11.512925464970229
762,7,7.344072850573066,2,614,6.628041376179533,764,2,7,2009,12.279323107269766
763,8,7.768533300926033,3,856,7.132497551660044,1268,2,8,1999,12.727838209334498
764,8,7.309212365692763,2,481,7.309212365692763,1494,1,6,1995,12.506177237980511
765,9,7.317212408359839,2,592,7.311886164077165,1506,2,6,2008,12.484204257170104
766,7,7.446585099157725,2,496,6.887552571664617,980,2,7,1988,12.188417710291453
767,6,7.4673710669175595,1,423,6.890609120147166,983,2,7,1940,11.982929094215963
768,7,7.515344571180436,2,484,7.528331766707247,1836,2,8,2004,12.28690119819279
769,8,8.095293776844649,3,841,7.408530566894626,1690,3,12,2003,13.195613839143922
770,5,6.754604099487962,2,576,6.754604099487962,858,1,5,1982,11.812289042195847
771,4,7.106606137727303,2,396,6.728628613084702,1220,1,6,1951,11.532728092266408
772,6,7.018401799069201,2,672,6.9363427358340495,1117,1,6,1976,11.580584113444043
773,5,6.815639990074331,1,275,6.815639990074331,912,1,5,1958,11.648330101976432
774,8,7.587310506022615,3,895,7.5678626054638825,1973,2,9,2006,12.886641043883259
775,6,7.093404625868766,2,412,7.093404625868766,1204,2,5,1998,11.99535161421452
776,7,7.3864708488298945,3,865,7.3864708488298945,1614,2,7,2005,12.308177868467327
777,5,6.795705775173514,2,440,6.761572768804055,894,1,5,1974,11.867097278690842
778,5,7.61085279039525,2,630,0.0,2020,2,10,1977,11.877568578558138
779,6,6.911747300251674,2,504,6.882437470997847,1004,1,4,1977,11.813030057420567
780,7,7.133295954896068,2,402,7.1204443723924875,1253,2,6,1995,12.078239274020289
781,6,7.3796321526095525,2,484,6.634633357861686,810,2,7,1992,12.077670930725649
782,7,7.265429723253953,2,605,7.253470382684528,1430,2,6,2001,12.139398512262181
783,5,7.01211529430638,2,602,7.00033446027523,1110,1,4,1978,12.016726473799254
784,6,7.302496423727326,0,0,6.60934924316738,742,2,9,1914,11.759785542901755
785,6,7.201916317531627,2,457,7.22402480828583,1342,2,7,1967,11.992260421644849
786,5,7.409741954080923,1,416,6.530877627725885,966,2,7,1915,11.842229212112828
787,7,7.642044402873258,2,618,6.862757913051401,956,2,8,2004,12.358793732547838
788,4,6.803505257608338,1,281,6.803505257608338,901,1,4,1954,11.588960151246226
789,6,7.643482907077201,2,444,6.723832440821209,976,2,9,1966,12.141534124392603
790,7,7.0431599159883405,2,397,7.0431599159883405,1145,2,5,2005,11.984178313616395
791,6,6.967909201801884,2,539,6.9363427358340495,1062,1,5,1976,11.896826395162552
792,7,7.607381425639791,2,455,7.018401799069201,1127,2,8,1996,12.50539915757667
793,8,7.310550158534422,2,474,7.310550158534422,1496,2,7,2007,12.323855681186558
794,7,7.546974117516527,2,409,6.568077911411976,1086,2,7,1994,12.178187442040638
795,6,7.355001921105257,2,476,6.476972362889683,888,2,7,1980,12.049418835484797
796,6,7.158513997329321,2,528,6.492239835020471,1285,1,7,1977,11.874090314181814
797,5,6.650279048587422,1,240,6.650279048587422,773,1,4,1953,11.608235644774552
798,9,8.0519780789023,3,820,7.563200592358071,1966,3,11,2008,13.091904169919621
799,5,7.477604243197589,1,240,6.594413459749778,981,1,7,1937,12.072541252905651
800,6,7.431299675155903,2,603,6.423246963533519,616,2,8,1997,12.206072645530174
801,4,7.086737934510577,2,440,7.086737934510577,1196,1,5,1916,11.607326140391713
802,7,7.283448228756631,2,410,6.590301048196686,728,2,7,2005,12.14950229404178
803,9,7.945201132412759,3,1020,7.458186157340487,1734,3,12,2008,13.275827535915461
804,5,7.028201432058005,1,286,6.841615476477592,1128,1,5,1954,11.678439903447801
805,7,7.2640301428995295,2,554,7.256297239690681,1428,2,6,2008,12.33569641332368
806,5,6.887552571664617,1,384,6.887552571664617,980,2,6,1967,11.816726919301892
807,5,7.362645270417825,2,528,7.188412736496954,1072,1,6,1923,12.31716669303576
808,5,6.990256500493881,2,484,6.931471805599453,1086,1,6,1966,11.982616545377663
809,5,7.6676260915849905,2,360,6.744059186311348,1075,2,11,1898,11.571194373094205
810,6,7.1770187659099,2,484,6.946975992135418,1309,1,5,1974,12.106252310247962
811,6,6.742880635791903,2,420,6.742880635791903,848,1,4,2004,11.881034786534624
812,5,6.950814768442584,2,504,6.29156913955832,1044,1,4,1952,10.932981961904135
813,6,7.273786317844895,1,301,7.273786317844895,1442,1,7,1958,11.969717200243734
814,5,7.1308988302963465,1,280,6.530877627725885,686,1,7,1918,11.661345470088502
815,7,7.415175109613295,2,598,7.407924322559599,1661,2,6,1998,12.323411137947407
816,5,6.915723448631314,1,275,6.915723448631314,1008,1,4,1954,11.827736204810263
817,8,7.4318919168078,3,857,7.357556200910353,1689,2,7,2002,12.509874099861838
818,6,6.9584483932976555,2,440,6.917705609835305,1052,1,6,1971,11.951180395901384
819,7,7.213768308118642,2,484,7.213768308118642,1358,2,6,2009,12.319401330837177
820,7,7.402451520818244,2,595,6.682108597449809,798,2,6,2003,12.117241431823558
821,4,6.841615476477592,2,576,6.841615476477592,936,1,4,1953,11.440354772135393
822,7,7.457609289715606,2,433,6.741700694652055,847,2,7,2003,12.323855681186558
823,6,7.305860032684009,1,240,6.656726524178391,944,2,7,1940,11.845819880243557
824,8,7.305860032684009,2,776,7.305860032684009,1489,2,7,2006,12.3570755190667
825,10,7.642044402873258,3,1220,7.639161171659173,2084,2,7,2007,12.86099861326992
826,5,6.664409020350408,0,0,6.664409020350408,784,1,5,1924,11.603679828238693
827,7,7.2682230211595655,2,527,7.282073658093465,1434,2,6,2001,12.14950229404178
828,5,7.661997558901893,2,538,6.920671504248683,1160,2,7,1967,12.128111104060462
829,7,7.109062135687172,2,480,6.396929655216146,520,2,4,2005,11.900905258737373
830,6,7.238496840894365,2,458,7.238496840894365,1392,1,6,1957,12.01974306733868
831,7,7.090076835776092,2,480,6.396929655216146,520,2,4,2005,11.925035115797062
832,7,7.511524648390866,2,613,6.846943139585379,941,2,7,2003,12.375815420117268
833,6,7.323830566202317,2,472,7.323830566202317,1516,1,6,1964,12.025749091398891
834,5,7.042286171939743,2,456,7.042286171939743,1144,1,6,1961,11.8490404949436
835,4,6.9726062513017535,2,436,6.9726062513017535,1067,2,4,1950,11.759785542901755
836,5,7.351799869057777,2,812,7.351799869057777,1559,1,5,1948,11.941455846009388
837,6,6.894670039433482,1,264,6.180016653652572,483,1,5,1973,11.512925464970229
838,5,7.002155954403621,1,352,7.002155954403621,1099,1,6,1995,11.877568578558138
839,5,7.090076835776092,1,240,6.643789733147672,768,1,6,1946,11.779128505744886
840,6,7.301147805856032,1,400,6.51025834052315,810,2,7,1925,11.84939770159144
841,5,7.338888133838879,2,686,6.476972362889683,958,2,8,1904,11.967180737247824
842,6,7.060476365999801,2,490,7.027314514039777,1165,1,6,1966,12.071969661006694
843,5,7.495541943884256,0,0,7.495541943884256,1800,2,10,1961,11.856515169360305
844,5,7.255591274253665,3,720,6.775366090936392,876,1,7,1915,11.94405831982697
845,5,7.438971592395862,2,611,7.237059026124737,1701,2,6,1975,12.049418835484797
846,7,7.4815557019095165,2,425,6.606650186198215,1006,2,7,1993,12.269047444691562
847,5,6.761572768804055,1,338,6.761572768804055,864,1,5,1972,11.801856756822442
848,6,7.765569081097317,2,360,6.810142450115136,1307,3,10,1908,12.388394202324129
849,6,7.5256399750415355,2,512,6.269096283706261,1094,2,7,1976,12.138863895836725
850,6,6.742880635791903,2,420,6.742880635791903,848,1,3,2003,11.786762130599957
851,8,7.283448228756631,2,400,7.149131598557407,1456,2,7,2003,12.2783933071098
852,7,7.406103381237015,1,240,6.822197390620491,918,2,7,1941,12.007621706806335
853,6,7.275864600546533,2,645,7.027314514039777,1445,1,7,1964,11.970350312009105
854,5,7.483806687665835,2,454,7.47477218239787,1779,1,6,1955,12.043553716032399
855,5,6.946975992135418,1,260,6.946975992135418,1040,1,6,1962,11.751942365440728
856,6,6.933423025730715,2,576,6.84587987526405,1026,1,5,1978,11.898187865760873
857,6,7.300472814267799,2,343,6.553933404025811,702,2,6,1994,12.066810578196666
858,7,7.222566018822171,2,479,6.993932975223189,1370,2,6,1976,11.931635799828413
859,6,7.8838232148921525,2,619,6.960347729101308,1512,2,9,1968,12.429216196844383
860,7,7.262628600974241,1,216,6.815639990074331,912,1,7,1918,12.154516158615772
861,5,6.946013991099227,2,504,6.946013991099227,1039,1,6,1965,11.786762130599957
862,6,7.00033446027523,2,480,6.946975992135418,1097,2,6,1984,11.931635799828413
863,5,7.045776576879511,1,672,7.045776576879511,1148,1,6,1959,11.794337924408413
864,7,7.22402480828583,2,529,7.22402480828583,1372,2,6,2007,12.431533509799543
865,5,6.90975328164481,2,902,6.90975328164481,1002,1,5,1970,11.908340237224891
866,8,7.406103381237015,3,870,7.401231264413015,1646,2,6,2006,12.424806488355683
867,4,7.02108396428914,2,544,6.946975992135418,1120,1,5,1961,11.76756768334381
868,5,7.749322464660356,2,672,0.0,1547,2,7,1948,12.037653993905211
869,7,7.575071699507561,2,574,6.956545443151569,1062,2,8,1993,12.371587084007746
870,5,6.795705775173514,1,308,6.795705775173514,894,1,5,1962,11.603679828238693
871,6,7.427738840532894,2,523,6.6895992691789665,804,2,7,1998,12.20856952572876
872,5,6.813444599510896,2,414,4.653960350157523,910,1,5,1953,11.661345470088502
873,5,7.145196134997171,1,288,6.723832440821209,1036,1,6,1949,11.79810440720389
874,5,7.030857476116121,1,200,6.516193076042964,676,1,5,1941,11.104957226643945
875,8,7.867105500316739,2,550,7.076653815443951,1184,2,11,2007,12.623061104072981
876,4,6.946975992135418,2,648,6.96979066990159,1040,1,5,1963,11.792449349720545
877,9,7.707062655370473,3,738,7.2875606403097235,1462,2,10,2004,12.765688433465597
878,5,7.051855622955894,2,576,7.011213987350367,1155,1,6,1961,11.904967552746252
879,5,6.761572768804055,1,336,6.761572768804055,864,1,6,1978,11.824079893607152
880,5,6.993932975223189,2,450,6.993932975223189,1090,1,5,2005,11.964001084330445
881,7,7.448333860897476,2,400,7.052721049232323,1187,2,7,1990,12.141534124392603
882,6,7.373374309910049,2,389,6.694562058521095,808,2,7,1992,12.089538829274222
883,4,7.709756864454165,1,440,6.678342114654332,954,1,10,1912,11.682668239557323
884,5,6.79346613258001,1,288,6.79346613258001,892,1,5,1967,11.512925464970229
885,9,7.443663683115591,2,506,7.437206366871292,1709,2,5,1999,12.703509032177148
886,5,7.445417556701687,2,588,7.3938782901077555,1712,2,8,1959,11.884489021402711
887,5,7.239214973779806,1,300,6.704414354964107,872,1,8,1955,11.816726919301892
888,8,7.7039102096163115,2,621,7.7039102096163115,2217,2,8,1970,12.498742259492994
889,6,7.316548177182976,2,505,7.316548177182976,1505,1,6,1953,11.915051671812877
890,5,6.828712071641684,2,576,6.51025834052315,672,1,6,1949,11.719126295554126
891,6,7.428333194190806,2,440,6.822197390620491,918,2,7,1978,12.058152515453552
892,6,6.97354301952014,1,264,6.9650803456014065,1068,1,6,1963,11.947949375319936
893,5,7.232010331664759,1,354,7.232010331664759,1383,1,6,1954,12.013700752882718
894,5,7.336285660021297,2,400,0.0,1535,2,8,1979,11.685684782260491
895,6,7.493317248862145,2,483,6.659293919683638,983,1,8,1963,11.84939770159144
896,4,6.85751406254539,1,327,6.85751406254539,951,1,6,1936,11.575900264131617
897,5,7.7142311448490855,2,528,0.0,1120,2,12,1979,11.870271183889114
898,9,7.768110378525988,3,820,7.753623546559746,2364,2,11,2009,13.323926946863102
899,5,7.119635638017636,1,288,6.815639990074331,1236,1,6,1961,11.813030057420567
900,4,6.754604099487962,1,684,6.754604099487962,858,1,4,1971,11.608235644774552
901,5,7.174724309836376,1,756,6.899723107284872,1306,1,5,1957,11.938193200374572
902,7,7.319202458767849,2,393,6.663132695990803,807,2,8,2003,12.100712129872347
903,7,7.4205789054108005,3,690,7.4205789054108005,1670,2,7,2006,12.388394202324129
904,5,6.804614520062624,1,288,6.775366090936392,902,1,6,1967,11.740061037553975
905,5,6.968850378341948,1,280,6.962243464266207,1063,1,6,1954,11.759785542901755
906,8,7.400009517162692,3,865,7.392031567514591,1636,2,8,2006,12.449018824140563
907,7,7.6290038896529575,1,180,6.92461239604856,1020,1,6,1936,12.429216196844383
908,5,6.804614520062624,2,484,6.761572768804055,902,1,5,1983,11.782952602183288
909,6,7.302496423727326,2,390,6.60934924316738,742,2,8,2005,12.066810578196666
910,5,7.729295674310482,2,480,7.007600613951853,1105,2,12,1960,11.946654038351252
911,5,7.145196134997171,1,252,7.145196134997171,1268,1,5,1977,11.874090314181814
912,5,6.922643891475888,1,450,6.643789733147672,1015,1,6,1925,11.385092093460344
913,5,7.601901959875166,3,871,6.90875477931522,1001,2,8,1949,11.884489021402711
914,6,7.1098794630722715,2,528,6.416732282512326,612,2,4,2009,12.065274916913605
915,4,6.9957661563048505,1,286,6.302618975744905,546,1,6,1970,11.225243392518447
916,2,6.173786103901937,1,308,6.173786103901937,480,0,4,1949,10.47194980911048
917,4,7.113956109566034,1,284,7.033506484287697,1229,1,6,1956,11.813030057420567
918,7,7.6624678152002375,3,833,7.00669522683704,912,2,8,1991,12.380025952653611
919,6,7.254177846456518,2,601,7.076653815443951,1414,1,6,1958,12.081076155355488
920,6,7.450660796211539,2,471,6.833031732786201,936,2,7,1994,12.211060187041213
921,5,7.696212639346407,0,0,7.148345743900068,1272,2,9,1900,11.890676734510876
922,6,7.182352111885263,2,397,7.182352111885263,1316,2,6,2005,12.043494890772815
923,6,7.388327859577107,2,533,7.38025578842646,1617,2,5,1993,12.170445467887022
924,6,7.430114138561801,2,612,7.430114138561801,1686,2,7,1980,12.24288661865289
925,5,7.026426808699636,2,540,7.026426808699636,1126,2,6,1977,12.072541252905651
926,8,7.772331575169614,3,656,7.074116816197362,1234,2,10,2003,12.560244459250788
927,7,7.589841512182657,2,486,6.723832440821209,1098,2,9,1968,12.078239274020289
928,8,7.488852955733459,2,522,7.469083884921234,1788,2,7,2001,12.373703486914124
929,7,7.71244383427499,2,642,6.871091294610546,993,2,8,1997,12.310432660854417
930,8,7.290292882446597,3,610,7.290292882446597,1466,2,7,2007,12.211060187041213
931,5,6.829793737512425,1,429,6.829793737512425,925,1,5,1965,11.67419361256635
932,9,7.552237287560802,3,788,7.552237287560802,1905,2,8,2006,12.676076274775909
933,7,7.313220387090301,2,570,7.313220387090301,1500,2,6,2004,12.154779351142624
934,7,7.634820677745543,2,505,6.371611847231857,2069,2,9,1960,12.396693005138824
935,4,6.616065185132817,2,528,6.396929655216146,747,1,5,1926,11.288531131754366
936,7,7.090076835776092,2,555,7.069874128458572,1200,2,5,2003,12.127570417375216
937,7,7.58629630715272,2,689,7.014814351275545,1113,2,8,2005,12.441144767709657
938,7,7.581719640125308,3,868,7.237778191923443,1391,2,7,2006,12.38755635142507
939,7,7.784473235736469,1,349,6.939253946041508,1207,2,10,1940,12.406561506279576
940,6,7.454719949364001,2,574,7.454719949364001,1728,2,8,1976,11.924372644755941
941,7,7.630461261783627,2,390,6.899723107284872,1022,2,8,1999,12.273731294003989
942,4,7.272398392570047,0,0,7.272398392570047,1440,2,8,1977,11.918390573078392
943,5,7.397561535524052,2,576,7.397561535524052,1632,2,8,1967,11.870599909242044
944,6,7.203405521083095,2,525,6.70808408385307,1344,1,7,1958,11.831379196088763
945,5,7.533158807455563,2,456,6.992096427415888,1188,1,7,1890,11.73526869611367
946,5,7.042286171939743,1,796,7.042286171939743,1144,1,6,1959,11.870599909242044
947,8,7.395721608602045,3,808,7.38770923908104,1629,2,9,2002,12.506177237980511
948,7,7.4821189235521155,2,474,6.841615476477592,936,2,7,2002,12.167851432709975
949,6,7.2305631534092925,2,676,7.057036981697891,1381,1,5,1972,12.193493863323313
950,5,6.761572768804055,2,720,6.761572768804055,864,1,5,1950,11.76756768334381
951,5,6.872128101338986,1,300,6.71901315438526,965,1,6,1965,11.694413341015606
952,5,6.643789733147672,1,396,6.643789733147672,768,1,5,1972,11.804848531679264
953,5,7.584773077612199,2,530,6.664409020350408,1168,2,7,1969,12.05524975579559
954,6,6.887552571664617,0,0,6.851184927493743,980,2,4,1975,11.755871643580617
955,6,7.579678823090456,2,492,6.88653164253051,979,2,8,1946,11.884489021402711
956,6,7.113956109566034,2,462,6.329720905522696,561,1,5,1980,11.728036844587175
957,5,6.963189985870238,2,576,6.963189985870238,1057,1,6,1962,11.790557201568507
958,7,7.198183577101943,2,531,7.198183577101943,1337,2,6,2003,12.128111104060462
959,7,7.255591274253665,2,484,6.54534966033442,696,2,6,1999,11.951180395901384
960,5,6.754604099487962,0,0,6.754604099487962,858,1,4,1958,11.665646551987892
961,6,7.962763930168115,2,619,7.1929342212158,1542,2,11,1977,12.513557345278134
962,6,7.344719054149673,2,440,6.6895992691789665,804,2,7,1976,11.951180395901384
963,9,7.495541943884256,2,702,7.495541943884256,1800,2,7,2007,12.384218830913648
964,7,7.546446273746024,2,510,6.705639094860003,824,2,8,2002,12.277928082630602
965,6,7.302496423727326,2,393,6.663132695990803,783,2,8,2005,12.09458226949681
966,5,7.176254532017144,1,256,6.590301048196686,976,1,7,1940,11.982929094215963
967,5,7.001245622069476,1,260,7.001245622069476,1098,1,6,1955,11.813030057420567
968,3,6.875232087276577,0,0,6.396929655216146,600,1,6,1910,10.542706391070517
969,6,6.9985096422506015,1,264,6.376726947898627,1095,1,6,1958,11.84939770159144
970,4,7.083387847625295,0,0,6.579251212010101,720,1,6,1949,11.813030057420567
971,7,7.3938782901077555,2,474,6.638567789166521,764,2,6,2003,12.061046873479915
972,6,6.822197390620491,1,264,6.822197390620491,918,2,5,1979,11.507912923146684
973,7,7.2640301428995295,2,480,7.2640301428995295,1428,2,6,2007,12.111761966058932
974,7,7.610357618312838,2,532,6.590301048196686,1136,1,8,1910,12.028738630247258
975,7,7.231287004327616,2,490,6.511745329644728,673,2,6,2000,12.013700752882718
976,4,6.767343125265392,0,0,6.0867747269123065,869,1,4,1923,11.356271654924852
977,7,7.123672785204607,2,569,7.123672785204607,1241,1,4,2006,12.205572520488492
978,4,6.795705775173514,2,400,6.795705775173514,894,1,5,1954,11.608235644774552
979,5,7.02197642307216,2,480,7.02197642307216,1121,1,5,1963,11.842229212112828
980,7,6.906754778648554,2,588,6.8501261661455,999,1,6,1961,12.091783499128047
981,8,7.867871490396322,3,676,7.110696122978827,1276,2,8,1998,12.724866438945341
982,7,7.143617602704121,2,388,7.143617602704121,1266,2,6,2007,11.982272628789678
983,8,7.736307096548285,2,779,7.028201432058005,1149,2,9,2002,12.45254202214788
984,5,7.458186157340487,2,539,0.0,1302,2,8,1977,11.744037185933616
985,5,7.059617628291383,1,240,7.059617628291383,1164,1,5,1950,11.736069016284437
986,6,7.399398083331354,1,255,6.184148890937483,1001,1,5,1910,11.669929213779893
987,9,7.570443252057374,3,606,7.5652752818989315,1940,2,8,2009,12.88712700173598
988,6,7.615791072035833,2,551,6.742880635791903,1118,2,8,1976,12.180754837545884
989,7,7.362645270417825,2,614,6.646390514847729,778,2,6,2006,12.190959007720126
990,8,7.779885115070522,3,870,7.241366283322318,1407,2,7,1997,12.759957758756611
991,8,7.462789157412448,2,424,6.82001636467413,916,1,8,1882,12.031719258385396
992,6,7.523481312573497,2,440,6.71174039505618,1020,2,7,1964,12.138863895836725
993,6,7.313220387090301,2,564,6.620073206530356,750,2,6,2005,12.066235700342375
994,10,7.4489161025442,3,786,7.438383530044307,1718,2,7,2006,12.729320789294722
995,4,7.114769448366463,1,305,6.616065185132817,774,1,5,1946,11.708492248514204
996,5,6.956545443151569,1,368,6.956545443151569,1050,1,6,1961,11.824079893607152
997,6,7.273786317844895,2,615,7.273786317844895,1442,2,6,1970,12.128111104060462
998,3,6.981934677156389,1,210,6.914730892718563,1077,1,6,1922,11.418614785498987
